Ticker;Setor
AFHI;
AFHF;
ATWN;
AJFI;
ALZC;
MTOF;
ALZR;
AURB;
APXM;
APXU;
AIEC;
AROA;
EIRA;
ARTE;
ARXD;
AZPE;
AZPL;
CEBB;
BCRI;
BNFS;
BTML;
BZEL;
BPDR;
BPLC;
BPMW;
BBFO;
BBFI;
BBIG;
BBRC;
BINR;
BGRB;
BLOG;
BLMG;
BMLC;
BRSE;
BCIA;
BPFF;
BVAR;
CARE;
FATN;
RTEL;
BRCD;
BRCO;
BICE;
BIME;
BRIM;
BRIP;
BIPD;
BIPE;
BROF;
BETW;
LLAO;
BTHR;
BTHI;
BTAL;
BRCR;
BTCI;
BTLG;
BTHF;
BPML;
BTRA;
BTYU;
BTWR;
BTSG;
BTSI;
CXCO;
CXRI;
CRFF;
CCME;
CCVA;
CPUR;
CPLG;
CPOF;
CPTS;
CPSH;
CACR;
CBOP;
BLCA;
CNES;
CDHY;
CTXT;
CENU;
CFHI;
CFII;
CJCT;
CIXM;
CIXF;
CLIN;
CSMC;
RENV;
IBCR;
CVPR;
CYCR;
CYLD;
DAMA;
DAYM;
ASRF;
DLMT;
DPRO;
DEVA;
DAMT;
DOVL;
EDGE;
EMET;
EGYR;
EQIR;
ERCR;
ERPA;
KEVE;
EXES;
FLCR;
VRTA;
VRTM;
FTRE;
ANCR;
FLMA;
EGDB;
ELDO;
EURO;
HYPI;
HRES;
FMOF;
OPTM;
ALMI;
FLNR;
JCIN;
HLMB;
KFOF;
CVBI;
DVFF;
FAED;
FCFL;
CEOC;
FAMB;
EDGA;
FYTO;
HCRI;
NSLU;
MAXR;
PQDP;
RBRI;
RDIV;
RBRR;
RECR;
RECT;
SHDP;
TRNT;
APXR;
BRHT;
CXAG;
CXCI;
CXCE;
CXTL;
IDUA;
LKDV;
EDFO;
NVHO;
GTWR;
HBCR;
HUCG;
HUSC;
HOSI;
FIIB;
FINF;
IRDM;
BLUE;
MMPD;
MCCI;
OULG;
WTSP;
PABY;
VTPA;
FPNG;
VTPL;
ESTQ;
VPSI;
RBRY;
PULV;
RBRP;
RELG;
RZTR;
ROOF;
HOMS;
FISC;
SAIC;
SMRE;
SOFF;
SPVJ;
TGAR;
TGRU;
LVBI;
PVBI;
BARI;
VERE;
FIVN;
VTLT;
VTXI;
VSHO;
XPRE;
BMLT;
FIIC;
BSLT;
TCIN;
GLCR;
GCDL;
GFDL;
GLPF;
GCRI;
GCOI;
GZIT;
FIGS;
GSFI;
VXXV;
GLOG;
GGRC;
ABCP;
RCFA;
GAME;
GARE;
HABT;
ATCR;
AERO;
HCTR;
HCST;
HCHG;
HAAA;
ATSA;
HGBL;
HGBS;
HDEL;
FLRP;
HLOG;
HOFC;
HDOF;
HRDF;
HREC;
SEED;
HPDP;
HFOF;
YEES;
HGIC;
HILG;
HTMX;
HSAF;
HSLG;
HSML;
HSRE;
HUSI;
IVCI;
GRUL;
ICNE;
INDE;
INLG;
INOI;
INRD;
ITIP;
ITIT;
IBBP;
ISCJ;
IRIM;
ICRI;
TMPS;
ITRI;
JCDB;
JCDA;
JASC;
JBFO;
VJFD;
JFLL;
JCCJ;
JPPC;
JPPA;
JSAF;
JSRE;
JSCR;
JTPR;
BGS1;
KISU;
KIVO;
KRES;
KCRE;
KNGR;
KGUJ;
KLOG;
KDLG;
KFEN;
KNHF;
KNHY;
KNRE;
KNIP;
KOPI;
KORE;
KNPR;
KPMR;
KPRP;
KNRI;
KNCR;
KNSC;
KNUQ;
LPLP;
SLDZ;
LRED;
LSOI;
LRDI;
LASC;
LIFE;
LOFT;
LFTT;
MAGM;
MAGM;
MANA;
MMVE;
MCLO;
MCRE;
MXRF;
MCEM;
MFII;
MCFY;
MGHT;
MGRI;
MOSO;
SHOP;
MOFF;
NCRI;
NAVT;
N4V1;
APTO;
EAGL;
NEWL;
NEWU;
NVIF;
OCRE;
ONDV;
ARRI;
OBAL;
FTCE;
OUJP;
PNCR;
PNDL;
PNLM;
PNPR;
PNRC;
PMIS;
VTVI;
PQAG;
PATA;
PATB;
PATC;
HGRE;
HGFF;
HGLG;
PATL;
PMLL;
HGPO;
HGCR;
VCRR;
HGRU;
PDBM;
PEMA;
PRSN;
PLCR;
PORD;
PLRI;
PCAS;
PRSV;
FPAB;
PBLV;
QTZD;
RZZV;
RZZI;
RZZR;
RBDS;
RSPD;
RBIR;
RFOF;
RBLG;
RRCI;
FIIP;
RBRD;
RBTS;
DRIM;
MTES;
RBRF;
RCFF;
RDCI;
RDLI;
SHIP;
RBRL;
RBRX;
RPRI;
RBRK;
TOPP;
RMAI;
RINV;
RCRI;
RECD;
RMBS;
RECM;
RBHG;
RBHY;
RBFF;
RBOP;
RCRB;
RBRS;
RBVA;
RNGO;
RZAK;
RZAT;
RZLC;
RCKF;
SADI;
SAPI;
SARE;
FISD;
SCPF;
SEQR;
SHPH;
SHPP;
WPLZ;
REIT;
SJAU;
SOLR;
SPTW;
SPAF;
LTMT;
DVLP;
DVLT;
PMFO;
SPGM;
SPG2;
SPXM;
SPXL;
SPXG;
SPXS;
STRX;
STYI;
SURE;
SNEL;
SNFF;
SNLG;
SNME;
SNCI;
SPMO;
TELD;
TELM;
TEPP;
TRBL;
NAUI;
TSER;
TVRI;
VOTS;
TJKB;
TORD;
TSNC;
TCPF;
TRXY;
TRXF;
TRXB;
URHF;
URPR;
VVCO;
VVMR;
VPPR;
VVCR;
VVRI;
VGIR;
VGIP;
VGII;
VGHF;
VGRI;
PLAG;
BLMO;
RVBI;
VCJR;
VLJS;
SALI;
VCHG;
VCTH;
VSLH;
FVPQ;
VIDS;
VDSV;
VCRI;
VIUR;
VLQI;
VIFI;
VILG;
VIMO;
VINO;
VIOL;
VISC;
WSEC;
SPDE;
WHGR;
XPCM;
XPCI;
XPIN;
XPLG;
XPML;
XPSF;
YUFI;
ZAGH;
ZAVC;
ZAVI;
ZIFI;
